Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,,
2010-01-04 00:00:00+00:00,6.454503536224365,7.643214225769043,7.660714149475098,7.585000038146973,7.622499942779541,493729600
2010-01-05 00:00:00+00:00,6.465664863586426,7.656428813934326,7.699643135070801,7.6160712242126465,7.664286136627197,601904800
2010-01-06 00:00:00+00:00,6.362820625305176,7.534643173217773,7.68678617477417,7.526785850524902,7.656428813934326,552160000
2010-01-07 00:00:00+00:00,6.351058006286621,7.520713806152344,7.5714287757873535,7.466071128845215,7.5625,477131200
2010-01-08 00:00:00+00:00,6.393280506134033,7.570713996887207,7.5714287757873535,7.466429233551025,7.510714054107666,447610800
2010-01-11 00:00:00+00:00,6.336883068084717,7.503929138183594,7.607142925262451,7.444643020629883,7.599999904632568,462229600
2010-01-12 00:00:00+00:00,6.264800548553467,7.4185709953308105,7.491786003112793,7.372142791748047,7.471070766448975,594459600
2010-01-13 00:00:00+00:00,6.35316801071167,7.523213863372803,7.533214092254639,7.289286136627197,7.423929214477539,605892000
2010-01-14 00:00:00+00:00,6.316373825073242,7.479642868041992,7.5164289474487305,7.465000152587891,7.503929138183594,432894000
2010-01-15 00:00:00+00:00,6.210814476013184,7.354642868041992,7.557143211364746,7.352499961853027,7.533214092254639,594067600
2010-01-19 00:00:00+00:00,6.485570430755615,7.679999828338623,7.685357093811035,7.401429176330566,7.440357208251953,730007600
2010-01-20 00:00:00+00:00,6.385741233825684,7.56178617477417,7.698214054107666,7.482142925262451,7.675356864929199,612152800
2010-01-21 00:00:00+00:00,6.275356292724609,7.431070804595947,7.618214130401611,7.400356769561768,7.574285984039307,608154400
2010-01-22 00:00:00+00:00,5.96410608291626,7.0625,7.410714149475098,7.041429042816162,7.385000228881836,881767600
2010-01-25 00:00:00+00:00,6.124556064605713,7.252500057220459,7.310713768005371,7.1496429443359375,7.232500076293945,1065699600
2010-01-26 00:00:00+00:00,6.211116790771484,7.355000019073486,7.632500171661377,7.235000133514404,7.3553571701049805,1867110000
2010-01-27 00:00:00+00:00,6.269625663757324,7.424285888671875,7.520713806152344,7.126070976257324,7.387499809265137,1722568400
2010-01-28 00:00:00+00:00,6.010552883148193,7.117499828338623,7.339285850524902,7.096428871154785,7.318929195404053,1173502400
2010-01-29 00:00:00+00:00,5.792497634887695,6.859285831451416,7.221428871154785,6.794642925262451,7.181428909301758,1245952400
2010-02-01 00:00:00+00:00,5.873024940490723,6.9546427726745605,7.0,6.8321428298950195,6.870357036590576,749876400
2010-02-02 00:00:00+00:00,5.907103538513184,6.994999885559082,7.0114288330078125,6.906428813934326,6.996786117553711,698342400
2010-02-03 00:00:00+00:00,6.0087432861328125,7.115356922149658,7.150000095367432,6.943571090698242,6.9703569412231445,615328000
2010-02-04 00:00:00+00:00,5.792196750640869,6.85892915725708,7.0846428871154785,6.841785907745361,7.026071071624756,757652000
2010-02-05 00:00:00+00:00,5.895039081573486,6.980713844299316,7.0,6.816071033477783,6.879642963409424,850306800
2010-02-08 00:00:00+00:00,5.854626178741455,6.932857036590576,7.067142963409424,6.9285712242126465,6.98892879486084,478270800
2010-02-09 00:00:00+00:00,5.917057991027832,7.006785869598389,7.0535712242126465,6.955357074737549,7.014999866485596,632886800
2010-02-10 00:00:00+00:00,5.884785175323486,6.968571186065674,7.021429061889648,6.937857151031494,6.996070861816406,370361600
2010-02-11 00:00:00+00:00,5.9918532371521,7.0953569412231445,7.1339287757873535,6.930714130401611,6.960000038146973,550345600
2010-02-12 00:00:00+00:00,6.043425559997559,7.156428813934326,7.2014288902282715,6.982142925262451,7.075356960296631,655468800
2010-02-16 00:00:00+00:00,6.134509563446045,7.264286041259766,7.2746429443359375,7.197143077850342,7.2121429443359375,543737600
2010-02-17 00:00:00+00:00,6.10887336730957,7.23392915725708,7.296785831451416,7.1735711097717285,7.292500019073486,436396800
2010-02-18 00:00:00+00:00,6.120333194732666,7.247499942779541,7.28178596496582,7.175714015960693,7.201070785522461,422825200
2010-02-19 00:00:00+00:00,6.082333564758301,7.202499866485596,7.257143020629883,7.182499885559082,7.209286212921143,415469600
2010-02-22 00:00:00+00:00,6.044633388519287,7.1578569412231445,7.232142925262451,7.11392879486084,7.226428985595703,390563600
2010-02-23 00:00:00+00:00,5.943297386169434,7.0378570556640625,7.190357208251953,6.989643096923828,7.142857074737549,575094800
2010-02-24 00:00:00+00:00,6.0518717765808105,7.166429042816162,7.194285869598389,7.065713882446289,7.0796427726745605,460566400
2010-02-25 00:00:00+00:00,6.092286586761475,7.214285850524902,7.244999885559082,7.03178596496582,7.049285888671875,665126000
2010-02-26 00:00:00+00:00,6.171304702758789,7.307857036590576,7.327499866485596,7.214285850524902,7.2278571128845215,507460800
2010-03-01 00:00:00+00:00,6.303103923797607,7.463929176330566,7.482142925262451,7.337500095367432,7.348214149475098,550093600
2010-03-02 00:00:00+00:00,6.298880100250244,7.458929061889648,7.5296430587768555,7.419285774230957,7.497499942779541,566546400
2010-03-03 00:00:00+00:00,6.313356399536133,7.476070880889893,7.495357036590576,7.42642879486084,7.4621429443359375,372052800
2010-03-04 00:00:00+00:00,6.354977130889893,7.525356769561768,7.5328569412231445,7.451070785522461,7.474286079406738,366041200
2010-03-05 00:00:00+00:00,6.603494167327881,7.819643020629883,7.846428871154785,7.6653571128845215,7.67642879486084,899620400
2010-03-08 00:00:00+00:00,6.607416152954102,7.824285984039307,7.86035680770874,7.794642925262451,7.857500076293945,429889600
2010-03-09 00:00:00+00:00,6.726247787475586,7.965000152587891,8.035714149475098,7.78178596496582,7.796785831451416,920259200
2010-03-10 00:00:00+00:00,6.781136512756348,8.029999732971191,8.052857398986816,7.971428871154785,7.993928909301758,596218000
2010-03-11 00:00:00+00:00,6.801041126251221,8.053570747375488,8.053570747375488,7.975714206695557,7.996786117553711,405700400
2010-03-12 00:00:00+00:00,6.834217548370361,8.092857360839844,8.133213996887207,8.0625,8.120356559753418,416323600
2010-03-15 00:00:00+00:00,6.750977993011475,7.994286060333252,8.053570747375488,7.8660712242126465,8.049285888671875,493502800
2010-03-16 00:00:00+00:00,6.769373893737793,8.016071319580078,8.03499984741211,7.946785926818848,8.006428718566895,446908000
2010-03-17 00:00:00+00:00,6.75942325592041,8.00428581237793,8.087499618530273,7.973928928375244,8.032142639160156,450956800
2010-03-18 00:00:00+00:00,6.775407791137695,8.023214340209961,8.035714149475098,7.950356960296631,8.003570556640625,342109600
2010-03-19 00:00:00+00:00,6.703020095825195,7.9375,8.044285774230957,7.901071071624756,8.028214454650879,559445600
2010-03-22 00:00:00+00:00,6.77842378616333,8.026785850524902,8.071429252624512,7.862500190734863,7.873929023742676,456419600
2010-03-23 00:00:00+00:00,6.887300491333008,8.15571403503418,8.170714378356934,8.003570556640625,8.058570861816406,602431200
2010-03-24 00:00:00+00:00,6.917760848999023,8.19178581237793,8.221428871154785,8.125356674194336,8.130000114440918,597780400
2010-03-25 00:00:00+00:00,6.835725784301758,8.094642639160156,8.248929023742676,8.08035659790039,8.247142791748047,542284400
2010-03-26 00:00:00+00:00,6.963906764984131,8.246429443359375,8.283928871154785,8.162500381469727,8.176786422729492,640875200
2010-03-29 00:00:00+00:00,7.0088419914245605,8.299642562866211,8.352499961853027,8.272143363952637,8.321429252624512,540744400
2010-03-30 00:00:00+00:00,7.113194942474365,8.423213958740234,8.481429100036621,8.366070747375488,8.449999809265137,527310000
2010-03-31 00:00:00+00:00,7.087559223175049,8.39285659790039,8.450357437133789,8.373571395874023,8.410357475280762,430659600
2010-04-01 00:00:00+00:00,7.11681604385376,8.427499771118164,8.526070594787598,8.3125,8.478928565979004,603145200
2010-04-05 00:00:00+00:00,7.192819118499756,8.517499923706055,8.518214225769043,8.384642601013184,8.392143249511719,684507600
2010-04-06 00:00:00+00:00,7.224485874176025,8.555000305175781,8.579999923706055,8.464285850524902,8.507143020629883,447017200
2010-04-07 00:00:00+00:00,7.256455898284912,8.592857360839844,8.640000343322754,8.523571014404297,8.555356979370117,628502000
2010-04-08 00:00:00+00:00,7.236851215362549,8.569643020629883,8.626428604125977,8.501428604125977,8.587142944335938,572989200
2010-04-09 00:00:00+00:00,7.292346000671387,8.635356903076172,8.63892936706543,8.587857246398926,8.6225004196167,334182800
2010-04-12 00:00:00+00:00,7.307424068450928,8.653214454650879,8.681071281433105,8.63607120513916,8.649999618530273,333026400
2010-04-13 00:00:00+00:00,7.311647415161133,8.65821361541748,8.671428680419922,8.61107063293457,8.637857437133789,306210800
2010-04-14 00:00:00+00:00,7.409968852996826,8.774642944335938,8.778928756713867,8.71678638458252,8.760000228881836,404076400
2010-04-15 00:00:00+00:00,7.507386684417725,8.890000343322754,8.893928527832031,8.768214225769043,8.777856826782227,376784800
2010-04-16 00:00:00+00:00,7.461543083190918,8.835714340209961,8.96928596496582,8.733928680419922,8.8774995803833,750545600
2010-04-19 00:00:00+00:00,7.451586723327637,8.823928833007812,8.853214263916016,8.634642601013184,8.822500228881836,566924400
2010-04-20 00:00:00+00:00,7.376794338226318,8.735357284545898,8.901785850524902,8.677143096923828,8.876428604125977,738326400
2010-04-21 00:00:00+00:00,7.818032264709473,9.257857322692871,9.29464340209961,9.133213996887207,9.242856979370117,982391200
2010-04-22 00:00:00+00:00,8.036688804626465,9.516785621643066,9.526785850524902,9.149999618530273,9.222857475280762,793424800
2010-04-23 00:00:00+00:00,8.168188095092773,9.672499656677246,9.72071361541748,9.535714149475098,9.571070671081543,796955600
2010-04-26 00:00:00+00:00,8.128070831298828,9.625,9.730713844299316,9.578213691711426,9.710000038146973,479068800
2010-04-27 00:00:00+00:00,7.903083324432373,9.35857105255127,9.565713882446289,9.304286003112793,9.545356750488281,709343600
2010-04-28 00:00:00+00:00,7.889810562133789,9.342857360839844,9.428570747375488,9.157500267028809,9.401785850524902,758402400
2010-04-29 00:00:00+00:00,8.10213851928711,9.59428596496582,9.64285659790039,9.357500076293945,9.393570899963379,558840800
2010-04-30 00:00:00+00:00,7.874429702758789,9.3246431350708,9.663213729858398,9.321429252624512,9.618213653564453,542463600
2010-05-03 00:00:00+00:00,8.03306770324707,9.512499809265137,9.567143440246582,9.388570785522461,9.422857284545898,454342000
2010-05-04 00:00:00+00:00,7.801746368408203,9.238571166992188,9.403214454650879,9.16964340209961,9.38892936706543,723819600
2010-05-05 00:00:00+00:00,7.7206130027771,9.142499923706055,9.21928596496582,8.883213996887207,9.036786079406738,883103200
2010-05-06 00:00:00+00:00,7.4268574714660645,8.79464340209961,9.223214149475098,7.1160712242126465,9.065357208251953,1285860800
2010-05-07 00:00:00+00:00,7.113500595092773,8.42357063293457,8.806071281433105,8.043213844299316,8.70392894744873,1676018400
2010-05-10 00:00:00+00:00,7.6602959632873535,9.071070671081543,9.094642639160156,8.876070976257324,8.9375,984306400
2010-05-11 00:00:00+00:00,7.736598968505859,9.161429405212402,9.28178596496582,8.946429252624512,8.994285583496094,848906800
2010-05-12 00:00:00+00:00,7.9045915603637695,9.360357284545898,9.397500038146973,9.239286422729492,9.258570671081543,654379600
2010-05-13 00:00:00+00:00,7.792093753814697,9.227143287658691,9.464285850524902,9.157142639160156,9.400713920593262,599712400
2010-05-14 00:00:00+00:00,7.655168056488037,9.0649995803833,9.15999984741211,8.910714149475098,9.1128568649292,759362800
2010-05-17 00:00:00+00:00,7.667231559753418,9.079285621643066,9.149286270141602,8.846785545349121,9.096428871154785,762834800
2010-05-18 00:00:00+00:00,7.611135005950928,9.012857437133789,9.233928680419922,8.937856674194336,9.177857398986816,782678400
2010-05-19 00:00:00+00:00,7.489891529083252,8.869285583496094,9.032856941223145,8.744643211364746,8.910714149475098,1025726800
2010-05-20 00:00:00+00:00,7.170802593231201,8.491429328918457,8.708929061889648,8.436071395874023,8.638570785522461,1282915200
2010-05-21 00:00:00+00:00,7.3083319664001465,8.65428638458252,8.73214340209961,8.262499809265137,8.3149995803833,1223891200
2010-05-24 00:00:00+00:00,7.4422383308410645,8.812856674194336,8.960714340209961,8.795000076293945,8.831428527832031,754238800
2010-05-25 00:00:00+00:00,7.395793914794922,8.757857322692871,8.812856674194336,8.470000267028809,8.548213958740234,1048006400
2010-05-26 00:00:00+00:00,7.362316131591797,8.71821403503418,9.004643440246582,8.70535659790039,8.931428909301758,850654000
2010-05-27 00:00:00+00:00,7.640993595123291,9.048213958740234,9.067500114440918,8.896785736083984,8.949999809265137,666282400
2010-05-28 00:00:00+00:00,7.747457504272461,9.174285888671875,9.264286041259766,9.048213958740234,9.26392936706543,815614800
2010-06-01 00:00:00+00:00,7.8665900230407715,9.315357208251953,9.497857093811035,9.248571395874023,9.274642944335938,876472800
2010-06-02 00:00:00+00:00,7.960691452026367,9.426786422729492,9.45714282989502,9.297499656677246,9.447856903076172,688548000
2010-06-03 00:00:00+00:00,7.935657501220703,9.397143363952637,9.483928680419922,9.3003568649292,9.47071361541748,650106800
2010-06-04 00:00:00+00:00,7.719710826873779,9.14142894744873,9.353570938110352,9.093929290771484,9.221785545349121,758304400
2010-06-07 00:00:00+00:00,7.568307876586914,8.962142944335938,9.255356788635254,8.948213577270508,9.224642753601074,886942000
2010-06-08 00:00:00+00:00,7.519752025604248,8.904643058776855,9.064286231994629,8.773214340209961,9.044285774230957,1000770400
2010-06-09 00:00:00+00:00,7.3348708152771,8.685713768005371,8.996429443359375,8.660357475280762,8.981071472167969,854630000
2010-06-10 00:00:00+00:00,7.555339336395264,8.946785926818848,8.963570594787598,8.649999618530273,8.744285583496094,776356000
2010-06-11 00:00:00+00:00,7.645820140838623,9.053929328918457,9.066429138183594,8.834643363952637,8.865357398986816,545759200
2010-06-14 00:00:00+00:00,7.669041156768799,9.081428527832031,9.255356788635254,9.071785926818848,9.14142894744873,602960400
2010-06-15 00:00:00+00:00,7.832205295562744,9.274642944335938,9.280357360839844,9.125,9.130000114440918,585074000
2010-06-16 00:00:00+00:00,8.060218811035156,9.54464340209961,9.5625,9.30821418762207,9.324999809265137,783678000
2010-06-17 00:00:00+00:00,8.199552536010742,9.709643363952637,9.746429443359375,9.625,9.664285659790039,872855200
2010-06-18 00:00:00+00:00,8.265902519226074,9.788213729858398,9.821429252624512,9.693571090698242,9.723214149475098,784621600
2010-06-21 00:00:00+00:00,8.148280143737793,9.64892864227295,9.964642524719238,9.59749984741211,9.917499542236328,776490400
2010-06-22 00:00:00+00:00,8.259272575378418,9.780357360839844,9.856071472167969,9.696429252624512,9.720000267028809,717262000
2010-06-23 00:00:00+00:00,8.172410011291504,9.677499771118164,9.809286117553711,9.567856788635254,9.806428909301758,768457200
2010-06-24 00:00:00+00:00,8.112995147705078,9.60714340209961,9.757143020629883,9.574999809265137,9.678570747375488,714277200
2010-06-25 00:00:00+00:00,8.043628692626953,9.524999618530273,9.65250015258789,9.493213653564453,9.645000457763672,549942400
2010-06-28 00:00:00+00:00,8.091880798339844,9.58214282989502,9.633929252624512,9.447142601013184,9.53321361541748,584948000
2010-06-29 00:00:00+00:00,7.726044654846191,9.14892864227295,9.442500114440918,9.08214282989502,9.432856559753418,1133344800
2010-06-30 00:00:00+00:00,7.586101055145264,8.983214378356934,9.213213920593262,8.928929328918457,9.168213844299316,739452000
2010-07-01 00:00:00+00:00,7.494115829467773,8.874285697937012,9.100000381469727,8.686429023742676,9.08214282989502,1022896000
2010-07-02 00:00:00+00:00,7.44766902923584,8.819286346435547,8.961786270141602,8.685713768005371,8.946070671081543,693842800
2010-07-06 00:00:00+00:00,7.49863862991333,8.879643440246582,9.028571128845215,8.791428565979004,8.964285850524902,615235600
2010-07-07 00:00:00+00:00,7.801443576812744,9.238213539123535,9.241786003112793,8.91964340209961,8.946070671081543,654556000
2010-07-08 00:00:00+00:00,7.78394889831543,9.217499732971191,9.389286041259766,9.103214263916016,9.374285697937012,738144400
2010-07-09 00:00:00+00:00,7.830095291137695,9.272143363952637,9.282142639160156,9.1128568649292,9.174642562866211,433322400
2010-07-12 00:00:00+00:00,7.759820938110352,9.188928604125977,9.351785659790039,9.102143287658691,9.233214378356934,562878400
2010-07-13 00:00:00+00:00,7.594244003295898,8.992856979370117,9.157142639160156,8.801071166992188,9.15428638458252,1190924000
